Dataset,Model,Variant,Label Fraction (%),Kind,Filter,Folds Combined,Folds Total,Excluded Folds,Test Dice @0.5,Best Threshold,Test Dice @best,Dice @0.05,Dice @0.10,Dice @0.15,Dice @0.20,Dice @0.25,Dice @0.30,Dice @0.35,Dice @0.40,Dice @0.45,Dice @0.50,Dice @0.55,Dice @0.60,Dice @0.65,Dice @0.70,Dice @0.75,Dice @0.80,Dice @0.85,Dice @0.90,Dice @0.95
KDSB,Baseline,base,5,ensemble,filtered,4,5,4,0.7031927704811096,0.55,0.7873949408531189,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.6187455058097839,0.7031927704811096,0.7873949408531189,0.6020189523696899,0.21040542423725128,0.03615778312087059,0.003853762988001108,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524
KDSB,Baseline,base,5,ensemble,unfiltered,5,5,,0.7251963019371033,0.55,0.7604671716690063,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.5816002488136292,0.7251963019371033,0.7604671716690063,0.34445080161094666,0.042443424463272095,0.0016714485827833414,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524
KDSB,Baseline,base,10,ensemble,filtered,4,5,3,0.40600940585136414,0.45,0.6271255016326904,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.6271255016326904,0.40600940585136414,0.21546876430511475,0.14700286090373993,0.10042151063680649,0.03091244213283062,0.005656045395880938,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524
KDSB,Baseline,base,10,ensemble,unfiltered,5,5,,0.3353976905345917,0.45,0.5887497663497925,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.5887497663497925,0.3353976905345917,0.17285418510437012,0.11339475214481354,0.030491337180137634,0.004191049840301275,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524
KDSB,Baseline,base,20,ensemble,filtered,5,5,,0.813442051410675,0.7,0.8367519378662109,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.29162904620170593,0.6688823699951172,0.762367844581604,0.7957119345664978,0.813442051410675,0.8242214322090149,0.8305113911628723,0.8341146111488342,0.8367519378662109,0.8349995017051697,0.812897264957428,0.5621583461761475,0.0013393718982115388,0.00036999251460656524
KDSB,Baseline,base,20,ensemble,unfiltered,5,5,,0.813442051410675,0.7,0.8367519378662109,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.29162904620170593,0.6688823699951172,0.762367844581604,0.7957119345664978,0.813442051410675,0.8242214322090149,0.8305113911628723,0.8341146111488342,0.8367519378662109,0.8349995017051697,0.812897264957428,0.5621583461761475,0.0013393718982115388,0.00036999251460656524
KDSB,Baseline,base,50,ensemble,filtered,5,5,,0.8984553813934326,0.55,0.8992432355880737,0.7253437638282776,0.8483737707138062,0.8659836649894714,0.8765832781791687,0.8835479617118835,0.8883280754089355,0.8919858336448669,0.8950373530387878,0.8970133662223816,0.8984553813934326,0.8992432355880737,0.8988006114959717,0.8980436325073242,0.896795392036438,0.8945260047912598,0.8883333206176758,0.8813838958740234,0.8728970289230347,0.8574106693267822
KDSB,Baseline,base,50,ensemble,unfiltered,5,5,,0.8984553813934326,0.55,0.8992432355880737,0.7253437638282776,0.8483737707138062,0.8659836649894714,0.8765832781791687,0.8835479617118835,0.8883280754089355,0.8919858336448669,0.8950373530387878,0.8970133662223816,0.8984553813934326,0.8992432355880737,0.8988006114959717,0.8980436325073242,0.896795392036438,0.8945260047912598,0.8883333206176758,0.8813838958740234,0.8728970289230347,0.8574106693267822
KDSB,Baseline,outbn0,1,ensemble,filtered,5,5,,0.42750459909439087,0.5,0.42750459909439087,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.29269805550575256,0.42750459909439087,0.11816646158695221,0.0006618508487008512,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524
KDSB,Baseline,outbn0,1,ensemble,unfiltered,5,5,,0.42750459909439087,0.5,0.42750459909439087,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.2908146381378174,0.29269805550575256,0.42750459909439087,0.11816646158695221,0.0006618508487008512,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524,0.00036999251460656524
